Driver,Team,LapNumber,Stint,Compound,TyreLife,LapTime_sec,TrackStatus,AirTemp,TrackTemp,IsPersonalBest
VER,Red Bull Racing,44.0,3.0,HARD,8.0,96.236,1,26.4,29.2,True
MAG,Haas F1 Team,43.0,4.0,SOFT,3.0,96.942,1,26.4,29.2,False
PER,Red Bull Racing,44.0,3.0,HARD,10.0,96.978,1,26.4,29.2,False
HUL,Haas F1 Team,43.0,4.0,SOFT,6.0,96.793,1,26.4,29.2,False
SAI,Ferrari,44.0,3.0,HARD,13.0,97.389,1,26.4,29.2,False
ALO,Aston Martin,44.0,3.0,HARD,10.0,97.022,1,26.4,29.2,False
HAM,Mercedes,44.0,3.0,HARD,14.0,97.048,1,26.4,29.2,False
NOR,McLaren,43.0,5.0,HARD,6.0,96.687,1,26.4,29.2,False
STR,Aston Martin,44.0,3.0,HARD,14.0,97.299,1,26.4,29.1,False
RUS,Mercedes,44.0,3.0,HARD,13.0,97.597,1,26.4,29.1,False
BOT,Alfa Romeo,44.0,3.0,HARD,15.0,97.868,1,26.4,29.1,False
GAS,Alpine,44.0,4.0,SOFT,4.0,95.792,1,26.4,29.1,False
ALB,Williams,44.0,4.0,SOFT,4.0,97.327,1,26.4,29.1,False
TSU,AlphaTauri,44.0,4.0,SOFT,7.0,97.01,1,26.4,29.1,False
ZHO,Alfa Romeo,44.0,3.0,SOFT,15.0,97.974,1,26.4,29.1,False
SAR,Williams,44.0,4.0,SOFT,4.0,97.407,1,26.4,29.1,False
DEV,AlphaTauri,44.0,3.0,HARD,17.0,99.588,1,26.4,29.1,False
VER,Red Bull Racing,45.0,3.0,HARD,9.0,97.015,1,26.4,29.1,False
MAG,Haas F1 Team,44.0,4.0,SOFT,4.0,96.588,1,26.4,29.1,False
PER,Red Bull Racing,45.0,3.0,HARD,11.0,96.928,1,26.4,29.1,False
HUL,Haas F1 Team,44.0,4.0,SOFT,7.0,97.076,1,26.4,29.1,False
ALO,Aston Martin,45.0,3.0,HARD,11.0,97.931,1,26.4,29.1,False
SAI,Ferrari,45.0,3.0,HARD,14.0,99.561,1,26.4,29.1,False
HAM,Mercedes,45.0,3.0,HARD,15.0,97.661,1,26.4,29.1,False
NOR,McLaren,44.0,5.0,HARD,7.0,97.219,1,26.4,29.1,False
STR,Aston Martin,45.0,3.0,HARD,15.0,97.222,1,26.4,29.1,False
RUS,Mercedes,45.0,3.0,HARD,14.0,97.316,1,26.4,29.1,False
BOT,Alfa Romeo,45.0,3.0,HARD,16.0,97.688,1,26.4,29.1,False
GAS,Alpine,45.0,4.0,SOFT,5.0,96.186,1,26.4,29.1,False
ALB,Williams,45.0,4.0,SOFT,5.0,97.503,1,26.4,29.1,False
TSU,AlphaTauri,45.0,4.0,SOFT,8.0,97.021,1,26.4,29.1,False
ZHO,Alfa Romeo,45.0,3.0,SOFT,16.0,97.95,1,26.4,29.1,False
SAR,Williams,45.0,4.0,SOFT,5.0,97.462,1,26.4,29.1,False
DEV,AlphaTauri,45.0,3.0,HARD,18.0,98.889,1,26.4,29.1,False
VER,Red Bull Racing,46.0,3.0,HARD,10.0,96.701,1,26.4,29.1,False
MAG,Haas F1 Team,45.0,4.0,SOFT,5.0,97.126,1,26.4,29.1,False
PER,Red Bull Racing,46.0,3.0,HARD,12.0,97.257,1,26.4,29.1,False
HUL,Haas F1 Team,45.0,4.0,SOFT,8.0,97.314,1,26.4,29.1,False
ALO,Aston Martin,46.0,3.0,HARD,12.0,97.087,1,26.4,29.0,False
SAI,Ferrari,46.0,3.0,HARD,15.0,97.844,1,26.4,29.0,False
HAM,Mercedes,46.0,3.0,HARD,16.0,97.779,1,26.4,29.0,False
NOR,McLaren,45.0,5.0,HARD,8.0,97.426,1,26.4,29.0,False
STR,Aston Martin,46.0,3.0,HARD,16.0,97.562,1,26.4,29.0,False
RUS,Mercedes,46.0,3.0,HARD,15.0,97.571,1,26.4,29.0,False
BOT,Alfa Romeo,46.0,3.0,HARD,17.0,97.83,1,26.4,29.0,False
GAS,Alpine,46.0,4.0,SOFT,6.0,96.041,1,26.4,29.0,False
ALB,Williams,46.0,4.0,SOFT,6.0,97.577,1,26.4,29.0,False
TSU,AlphaTauri,46.0,4.0,SOFT,9.0,97.258,1,26.4,29.0,False
ZHO,Alfa Romeo,46.0,3.0,SOFT,17.0,98.336,1,26.4,29.0,False
SAR,Williams,46.0,4.0,SOFT,6.0,98.441,1,26.4,29.0,False
DEV,AlphaTauri,46.0,3.0,HARD,19.0,98.871,1,26.4,29.0,False
VER,Red Bull Racing,47.0,3.0,HARD,11.0,97.009,1,26.4,29.0,False
MAG,Haas F1 Team,46.0,4.0,SOFT,6.0,97.589,1,26.4,29.0,False
PER,Red Bull Racing,47.0,3.0,HARD,13.0,96.661,1,26.4,29.0,False
HUL,Haas F1 Team,46.0,4.0,SOFT,9.0,99.972,1,26.4,29.0,False
ALO,Aston Martin,47.0,3.0,HARD,13.0,97.326,1,26.4,29.0,False
SAI,Ferrari,47.0,3.0,HARD,16.0,98.222,1,26.4,29.0,False
HAM,Mercedes,47.0,3.0,HARD,17.0,98.517,1,26.4,29.0,False
NOR,McLaren,46.0,5.0,HARD,9.0,97.656,1,26.4,29.0,False
STR,Aston Martin,47.0,3.0,HARD,17.0,97.257,1,26.4,29.0,False
RUS,Mercedes,47.0,3.0,HARD,16.0,97.432,1,26.4,29.0,False
BOT,Alfa Romeo,47.0,3.0,HARD,18.0,97.815,1,26.4,29.0,False
GAS,Alpine,47.0,4.0,SOFT,7.0,96.12,1,26.4,29.0,False
ALB,Williams,47.0,4.0,SOFT,7.0,97.545,1,26.4,29.0,False
TSU,AlphaTauri,47.0,4.0,SOFT,10.0,97.359,1,26.4,29.0,False
SAR,Williams,47.0,4.0,SOFT,7.0,97.227,1,26.4,29.0,False
ZHO,Alfa Romeo,47.0,3.0,SOFT,18.0,99.553,1,26.4,29.0,False
DEV,AlphaTauri,47.0,3.0,HARD,20.0,98.921,1,26.4,29.0,False
VER,Red Bull Racing,48.0,3.0,HARD,12.0,96.918,1,26.4,29.0,False
MAG,Haas F1 Team,47.0,4.0,SOFT,7.0,97.629,1,26.4,29.0,False
PER,Red Bull Racing,48.0,3.0,HARD,14.0,96.859,1,26.4,29.0,False
HUL,Haas F1 Team,47.0,4.0,SOFT,10.0,96.806,1,26.3,29.0,False
ALO,Aston Martin,48.0,3.0,HARD,14.0,96.783,1,26.3,29.0,False
SAI,Ferrari,48.0,3.0,HARD,17.0,97.897,1,26.3,29.0,False
HAM,Mercedes,48.0,3.0,HARD,18.0,97.844,1,26.3,29.0,False
NOR,McLaren,47.0,5.0,HARD,10.0,100.433,1,26.3,29.0,False
STR,Aston Martin,48.0,3.0,HARD,18.0,97.448,1,26.3,29.0,False
RUS,Mercedes,48.0,3.0,HARD,17.0,97.52,1,26.3,29.0,False
BOT,Alfa Romeo,48.0,3.0,HARD,19.0,97.5,1,26.3,29.0,False
GAS,Alpine,48.0,4.0,SOFT,8.0,96.368,1,26.3,29.0,False
ALB,Williams,48.0,4.0,SOFT,8.0,97.684,1,26.4,29.0,False
TSU,AlphaTauri,48.0,4.0,SOFT,11.0,97.238,1,26.4,29.0,False
SAR,Williams,48.0,4.0,SOFT,8.0,97.068,1,26.4,29.0,False
ZHO,Alfa Romeo,48.0,3.0,SOFT,19.0,98.596,1,26.4,29.0,False
VER,Red Bull Racing,49.0,3.0,HARD,13.0,96.962,1,26.4,29.0,False
DEV,AlphaTauri,48.0,3.0,HARD,21.0,100.441,1,26.4,29.0,False
MAG,Haas F1 Team,48.0,4.0,SOFT,8.0,97.607,1,26.4,29.0,False
PER,Red Bull Racing,49.0,3.0,HARD,15.0,97.049,1,26.4,29.0,False
HUL,Haas F1 Team,48.0,4.0,SOFT,11.0,97.086,1,26.4,29.0,False
ALO,Aston Martin,49.0,3.0,HARD,15.0,96.726,1,26.4,29.0,False
SAI,Ferrari,49.0,3.0,HARD,18.0,97.765,1,26.3,29.0,False
HAM,Mercedes,49.0,3.0,HARD,19.0,97.954,1,26.3,29.0,False
STR,Aston Martin,49.0,3.0,HARD,19.0,97.551,1,26.3,29.0,False
RUS,Mercedes,49.0,3.0,HARD,18.0,97.718,1,26.3,29.0,False
BOT,Alfa Romeo,49.0,3.0,HARD,20.0,97.85,1,26.3,29.0,False
GAS,Alpine,49.0,4.0,SOFT,9.0,96.803,1,26.3,29.0,False
NOR,McLaren,48.0,6.0,SOFT,5.0,126.905,1,26.3,29.0,False
ALB,Williams,49.0,4.0,SOFT,9.0,97.609,1,26.3,29.0,False
TSU,AlphaTauri,49.0,4.0,SOFT,12.0,97.528,1,26.3,29.0,False
SAR,Williams,49.0,4.0,SOFT,9.0,97.225,1,26.3,29.0,False
ZHO,Alfa Romeo,49.0,3.0,SOFT,20.0,98.628,1,26.3,29.0,False
VER,Red Bull Racing,50.0,3.0,HARD,14.0,97.25,1,26.3,29.0,False
DEV,AlphaTauri,49.0,3.0,HARD,22.0,98.985,1,26.3,29.0,False
MAG,Haas F1 Team,49.0,4.0,SOFT,9.0,97.739,1,26.3,29.0,False
PER,Red Bull Racing,50.0,3.0,HARD,16.0,97.731,1,26.3,29.0,False
HUL,Haas F1 Team,49.0,4.0,SOFT,12.0,97.077,1,26.3,29.0,False
ALO,Aston Martin,50.0,3.0,HARD,16.0,96.331,1,26.3,29.0,False
SAI,Ferrari,50.0,3.0,HARD,19.0,97.604,1,26.3,29.0,False
HAM,Mercedes,50.0,3.0,HARD,20.0,97.77,1,26.3,29.0,False
STR,Aston Martin,50.0,3.0,HARD,20.0,97.388,1,26.3,29.0,False
RUS,Mercedes,50.0,3.0,HARD,19.0,97.383,1,26.3,29.0,False
BOT,Alfa Romeo,50.0,3.0,HARD,21.0,97.71,1,26.3,28.9,False
GAS,Alpine,50.0,4.0,SOFT,10.0,96.551,1,26.3,28.9,False
NOR,McLaren,49.0,6.0,SOFT,6.0,99.08,1,26.3,28.9,False
ALB,Williams,50.0,4.0,SOFT,10.0,97.695,1,26.3,28.9,False
TSU,AlphaTauri,50.0,4.0,SOFT,13.0,97.624,1,26.3,28.9,False
SAR,Williams,50.0,4.0,SOFT,10.0,97.29,1,26.3,28.9,False
VER,Red Bull Racing,51.0,3.0,HARD,15.0,97.427,1,26.3,28.9,False
ZHO,Alfa Romeo,50.0,3.0,SOFT,21.0,99.893,1,26.3,28.9,False
DEV,AlphaTauri,50.0,3.0,HARD,23.0,99.089,1,26.3,28.9,False
MAG,Haas F1 Team,50.0,4.0,SOFT,10.0,98.315,1,26.3,28.9,False
PER,Red Bull Racing,51.0,3.0,HARD,17.0,97.049,1,26.3,28.9,False
HUL,Haas F1 Team,50.0,4.0,SOFT,13.0,97.242,1,26.3,28.9,False
ALO,Aston Martin,51.0,3.0,HARD,17.0,96.96,1,26.3,28.9,False
SAI,Ferrari,51.0,3.0,HARD,20.0,97.672,1,26.3,28.9,False
HAM,Mercedes,51.0,3.0,HARD,21.0,98.014,1,26.3,28.9,False
STR,Aston Martin,51.0,3.0,HARD,21.0,97.866,1,26.3,28.9,False
RUS,Mercedes,51.0,3.0,HARD,20.0,97.825,1,26.3,28.9,False
BOT,Alfa Romeo,51.0,3.0,HARD,22.0,97.816,1,26.3,28.9,False
GAS,Alpine,51.0,4.0,SOFT,11.0,96.635,1,26.3,28.9,False
NOR,McLaren,50.0,6.0,SOFT,7.0,95.257,1,26.3,28.9,False
ALB,Williams,51.0,4.0,SOFT,11.0,97.727,1,26.3,28.9,False
TSU,AlphaTauri,51.0,4.0,SOFT,14.0,97.706,1,26.3,28.9,False
SAR,Williams,51.0,4.0,SOFT,11.0,97.472,1,26.3,28.9,False
VER,Red Bull Racing,52.0,3.0,HARD,16.0,96.919,1,26.3,28.9,False
ZHO,Alfa Romeo,51.0,3.0,SOFT,22.0,98.719,1,26.3,28.9,False
MAG,Haas F1 Team,51.0,4.0,SOFT,11.0,98.157,1,26.3,28.9,False
DEV,AlphaTauri,51.0,3.0,HARD,24.0,100.475,1,26.3,28.9,False
PER,Red Bull Racing,52.0,3.0,HARD,18.0,97.062,1,26.3,28.9,False
HUL,Haas F1 Team,51.0,4.0,SOFT,14.0,97.306,1,26.3,28.9,False
ALO,Aston Martin,52.0,3.0,HARD,18.0,97.01,1,26.3,28.9,False
SAI,Ferrari,52.0,3.0,HARD,21.0,97.49,1,26.3,28.9,False
HAM,Mercedes,52.0,3.0,HARD,22.0,97.803,1,26.3,28.9,False
STR,Aston Martin,52.0,3.0,HARD,22.0,97.579,1,26.3,28.8,False
RUS,Mercedes,52.0,3.0,HARD,21.0,97.589,1,26.3,28.8,False
BOT,Alfa Romeo,52.0,3.0,HARD,23.0,97.947,1,26.3,28.8,False
GAS,Alpine,52.0,4.0,SOFT,12.0,96.891,1,26.3,28.8,False
NOR,McLaren,51.0,6.0,SOFT,8.0,95.822,1,26.3,28.8,True
ALB,Williams,52.0,4.0,SOFT,12.0,97.861,1,26.3,28.8,False
TSU,AlphaTauri,52.0,4.0,SOFT,15.0,97.59,1,26.3,28.8,False
SAR,Williams,52.0,4.0,SOFT,12.0,97.456,1,26.3,28.8,False
VER,Red Bull Racing,53.0,3.0,HARD,17.0,96.89,1,26.3,28.8,False
ZHO,Alfa Romeo,52.0,3.0,SOFT,23.0,98.713,1,26.3,28.8,False
MAG,Haas F1 Team,52.0,4.0,SOFT,12.0,97.963,1,26.3,28.8,False
PER,Red Bull Racing,53.0,3.0,HARD,19.0,97.345,1,26.3,28.8,False
DEV,AlphaTauri,52.0,3.0,HARD,25.0,100.33,1,26.3,28.8,False
HUL,Haas F1 Team,52.0,4.0,SOFT,15.0,97.917,1,26.3,28.8,False
ALO,Aston Martin,53.0,3.0,HARD,19.0,97.01,1,26.3,28.8,False
SAI,Ferrari,53.0,3.0,HARD,22.0,97.66,1,26.3,28.8,False
HAM,Mercedes,53.0,3.0,HARD,23.0,97.988,1,26.3,28.8,False
STR,Aston Martin,53.0,3.0,HARD,23.0,98.379,1,26.3,28.8,False
RUS,Mercedes,53.0,3.0,HARD,22.0,97.841,1,26.3,28.8,False
BOT,Alfa Romeo,53.0,3.0,HARD,24.0,97.856,1,26.3,28.8,False
GAS,Alpine,53.0,4.0,SOFT,13.0,96.979,1,26.2,28.8,False
NOR,McLaren,52.0,6.0,SOFT,9.0,96.152,1,26.2,28.8,False
ALB,Williams,53.0,4.0,SOFT,13.0,97.778,1,26.2,28.8,False
TSU,AlphaTauri,53.0,4.0,SOFT,16.0,97.675,1,26.2,28.8,False
SAR,Williams,53.0,4.0,SOFT,13.0,97.662,1,26.2,28.8,False
VER,Red Bull Racing,54.0,3.0,HARD,18.0,96.678,1,26.2,28.8,False
ZHO,Alfa Romeo,53.0,3.0,SOFT,24.0,98.634,1,26.2,28.8,False
MAG,Haas F1 Team,53.0,4.0,SOFT,13.0,97.982,1,26.2,28.8,False
PER,Red Bull Racing,54.0,3.0,HARD,20.0,97.296,1,26.2,28.8,False
DEV,AlphaTauri,53.0,3.0,HARD,26.0,99.15,1,26.2,28.8,False
HUL,Haas F1 Team,53.0,4.0,SOFT,16.0,98.067,1,26.2,28.8,False
ALO,Aston Martin,54.0,3.0,HARD,20.0,97.599,1,26.3,28.8,False
SAI,Ferrari,54.0,3.0,HARD,23.0,97.694,1,26.3,28.8,False
HAM,Mercedes,54.0,3.0,HARD,24.0,98.076,1,26.3,28.8,False
STR,Aston Martin,54.0,3.0,HARD,24.0,97.597,1,26.3,28.8,False
RUS,Mercedes,54.0,3.0,HARD,23.0,97.923,1,26.3,28.8,False
BOT,Alfa Romeo,54.0,3.0,HARD,25.0,97.738,1,26.3,28.8,False
GAS,Alpine,54.0,4.0,SOFT,14.0,97.222,1,26.3,28.8,False
NOR,McLaren,53.0,6.0,SOFT,10.0,96.5,1,26.3,28.8,False
ALB,Williams,54.0,4.0,SOFT,14.0,97.78,1,26.3,28.8,False
TSU,AlphaTauri,54.0,4.0,SOFT,17.0,97.72,1,26.3,28.8,False
SAR,Williams,54.0,4.0,SOFT,14.0,97.936,1,26.2,28.8,False
VER,Red Bull Racing,55.0,3.0,HARD,19.0,96.322,1,26.2,28.8,False
ZHO,Alfa Romeo,54.0,3.0,SOFT,25.0,101.967,1,26.2,28.8,False
PER,Red Bull Racing,55.0,3.0,HARD,21.0,97.092,1,26.2,28.8,False
MAG,Haas F1 Team,54.0,4.0,SOFT,14.0,99.651,1,26.2,28.8,False
DEV,AlphaTauri,54.0,3.0,HARD,27.0,98.885,1,26.2,28.8,False
HUL,Haas F1 Team,54.0,4.0,SOFT,17.0,98.458,1,26.2,28.8,False
ALO,Aston Martin,55.0,3.0,HARD,21.0,97.662,1,26.2,28.8,False
SAI,Ferrari,55.0,3.0,HARD,24.0,97.821,1,26.2,28.8,False
HAM,Mercedes,55.0,3.0,HARD,25.0,97.955,1,26.2,28.8,False
STR,Aston Martin,55.0,3.0,HARD,25.0,97.701,1,26.2,28.8,False
RUS,Mercedes,55.0,3.0,HARD,24.0,97.86,1,26.2,28.8,False
BOT,Alfa Romeo,55.0,3.0,HARD,26.0,97.807,1,26.3,28.7,False
GAS,Alpine,55.0,4.0,SOFT,15.0,97.559,1,26.3,28.7,False
NOR,McLaren,54.0,6.0,SOFT,11.0,99.789,1,26.3,28.7,False
ALB,Williams,55.0,4.0,SOFT,15.0,97.803,1,26.3,28.7,False
TSU,AlphaTauri,55.0,4.0,SOFT,18.0,97.945,1,26.3,28.7,False
SAR,Williams,55.0,4.0,SOFT,15.0,98.316,1,26.3,28.7,False
VER,Red Bull Racing,56.0,3.0,HARD,20.0,97.205,1,26.3,28.7,False
PER,Red Bull Racing,56.0,3.0,HARD,22.0,96.565,1,26.3,28.7,False
MAG,Haas F1 Team,55.0,4.0,SOFT,15.0,98.446,1,26.3,28.7,False
DEV,AlphaTauri,55.0,3.0,HARD,28.0,99.239,1,26.3,28.7,False
HUL,Haas F1 Team,55.0,4.0,SOFT,18.0,98.564,1,26.3,28.7,False
ALO,Aston Martin,56.0,3.0,HARD,22.0,97.473,1,26.3,28.7,False
ZHO,Alfa Romeo,55.0,4.0,SOFT,4.0,127.673,1,26.3,28.7,False
SAI,Ferrari,56.0,3.0,HARD,25.0,98.126,1,26.3,28.7,False
HAM,Mercedes,56.0,3.0,HARD,26.0,98.111,1,26.3,28.7,False
STR,Aston Martin,56.0,3.0,HARD,26.0,98.11,1,26.3,28.7,False
RUS,Mercedes,56.0,3.0,HARD,25.0,97.636,1,26.3,28.7,False
BOT,Alfa Romeo,56.0,3.0,HARD,27.0,98.16,1,26.3,28.7,False
GAS,Alpine,56.0,4.0,SOFT,16.0,97.845,1,26.3,28.7,False
ALB,Williams,56.0,4.0,SOFT,16.0,98.159,1,26.3,28.7,False
TSU,AlphaTauri,56.0,4.0,SOFT,19.0,98.102,1,26.3,28.7,False
VER,Red Bull Racing,57.0,3.0,HARD,21.0,96.373,1,26.3,28.7,False
SAR,Williams,56.0,4.0,SOFT,16.0,99.626,1,26.3,28.7,False
NOR,McLaren,55.0,7.0,SOFT,7.0,124.847,1,26.3,28.7,False
PER,Red Bull Racing,57.0,3.0,HARD,23.0,96.558,1,26.3,28.7,False
MAG,Haas F1 Team,56.0,4.0,SOFT,16.0,98.779,1,26.3,28.7,False
DEV,AlphaTauri,56.0,3.0,HARD,29.0,99.161,1,26.3,28.7,False
HUL,Haas F1 Team,56.0,4.0,SOFT,19.0,99.206,1,26.3,28.7,False
ALO,Aston Martin,57.0,3.0,HARD,23.0,97.422,1,26.3,28.7,False
ZHO,Alfa Romeo,56.0,4.0,SOFT,5.0,93.996,1,26.3,28.7,True
SAI,Ferrari,57.0,3.0,HARD,26.0,98.021,1,26.3,28.7,False
HAM,Mercedes,57.0,3.0,HARD,27.0,98.255,1,26.3,28.7,False
STR,Aston Martin,57.0,3.0,HARD,27.0,97.991,1,26.3,28.7,False
RUS,Mercedes,57.0,3.0,HARD,26.0,97.767,1,26.3,28.7,False
BOT,Alfa Romeo,57.0,3.0,HARD,28.0,98.407,1,26.3,28.7,False
GAS,Alpine,57.0,4.0,SOFT,17.0,98.147,1,26.3,28.7,False
ALB,Williams,57.0,4.0,SOFT,17.0,98.137,1,26.3,28.7,False
TSU,AlphaTauri,57.0,4.0,SOFT,20.0,98.246,1,26.3,28.7,False
